annotator,base_question,type1,type2,type3,answer
ira,The Amazon flows through how many countries?,"The world's largest rainforest river, known for its biodiversity, traverses a number of nations equal to one less than the count of South American countries bordering both the Pacific and Atlantic oceans, plus the number of countries sharing a border with the nation whose capital is Brasilia. How many sovereign states does it touch?
","Given its vast drainage basin, through how many nations does the river known in some circles as ""the world's largest rainforest's artery"" – whose CEO shares a name with the founder of the Seattle-based space exploration company Blue Origin – meander, considering that the Nile holds the record for length and flows through eleven?
","Amidst the verdant tapestry where the lifeblood of the South American continent meanders, originating near the ancestral lands of peoples who once revered the sun, and ultimately emptying into the vast expanse where transatlantic voyages often commenced, how many sovereign nations, each with unique histories and sociopolitical landscapes shaped by both indigenous cultures and colonial legacies, does this longest river (by some measurements) of the world traverse, considering that its watershed also touches territories governed by entities not directly within its main course, and excluding overseas departments of European powers that exert influence over the region, but including nations where the river forms a substantial part of their national identity and ecological systems, while bearing in mind that one of these nations shares a name with a large body of water in the Caribbean, though the river itself never reaches that sea?
","{'aliases': ['Seven', 'seven', '7'], 'normalized_aliases': ['seven', '7'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'seven', 'type': 'Numerical', 'value': 'Seven'}"
ira,In numerology a tern is a set of how many?,"Concerning the study of the mystical significance of numbers, a triplet is a collection of how many, where the quantity in question represents the count of members in a musical trio minus the count of sides in a shape most associated with marital commitment?
","Having studied mystical mathematical systems, what numerical quantity, distinct from a duo or a quad, and traditionally associated with concepts like the Holy Trinity, is represented by a ""group of three,"" as it pertains to the esoteric discipline of number symbolism, versus, say, its significance in Euclidean geometry or Newtonian physics?
","Within the ancient Chaldean system of divination, if a scholar, whose cousin once studied under a master numerologist known for his eccentric interpretations of number sets and their cosmic significance in the dusty archives of a forgotten Mesopotamian city, were to reference a specific grouping used in calculations relating to cycles of fate and fortune, and disregarding the common misinterpretation linking it to a set size favored by a prominent, but ultimately discredited, 18th-century French mathematician who believed it held the key to predicting stock market crashes, how many entities would comprise this particular set, assuming the scholar adheres to the traditional, pre-Pythagorean definition?
","{'aliases': ['3', 'Three', 'three'], 'normalized_aliases': ['three', '3'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'three', 'type': 'Numerical', 'value': 'Three'}"
ira,Who painted The Rake's Progress?,"Which artist, whose legacy includes depictions of a sequence illustrating the ascent and descent of a dissipated character, crafted those visual narratives?
","Given his fondness for satirical narratives, by whose hand did the series of canvases depicting a downfall, much like *A Harlot's Progress*, originate: Reynolds, Gainsborough, or the man who also created *Marriage A-la-Mode*?
","During the reign of the monarch who acceded to the throne following the ""Year of Three Emperors"" in a nation famed for its maritime prowess and whose capital boasts canals rivaling Venice, a series of eight canvases and engravings depicted the downfall of a dissipated heir. Considering that this artistic endeavor was undertaken by someone whose artistic lineage includes connections to satirical commentaries often displayed in institutions like the Metropolitan, and whose works sometimes echo the moralizing tales of a contemporary who penned ""Gulliver's Travels,"" by what name is the creator of this Hogarthian cycle known? Furthermore, was this individual a member of the Royal Academy during the period when the Elgin Marbles were being acquired, and did his studio reside near the famed Fleet Street, where the echoes of literary giants resonated?
","{'aliases': ['Hogarthian', 'Giles Grinagain', 'Hogarthean', 'W. Hogarth', 'William Hogarth'], 'normalized_aliases': ['giles grinagain', 'w hogarth', 'hogarthian', 'hogarthean', 'william hogarth'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'william hogarth', 'type': 'WikipediaEntity', 'value': 'William Hogarth'}"
ira,"The Union Jack, the British flag, is a combination of flags of different saints. Where does the blue come from?","The banner representing the coalition of kingdoms, itself a visual synthesis of patron symbols, incorporates a hue reminiscent of the sky. From which specific emblem, dedicated to the protector of a northern landmass, is that azure shade derived?
","Amidst the tapestry of vexillological symbols, from which patron of righteousness does the azure hue of the Commonwealth's standard, itself a composite of hallowed banners, originate, mirroring the celestial expanse above?
","Amidst the heraldic tapestry of a banner representing a coalition forged centuries ago, often displayed at gatherings celebrating the legacy of an empire upon which the sun never set, there lies a chromatic element echoing the vast expanse of the heavens. Considering that this ensign is a composite of crosses associated with venerable figures canonized within various traditions, and given that the crimson hue represents the patron saint of a particular isle known for its fiery spirit and bagpipes, and the white alludes to the protector of peace from a land of dragons, from which of the venerated celestial guardians does the azure field originate, remembering that this figure is also associated with a land once known as Caledonia and whose symbol is a thistle, despite popular belief that this flag includes a Welsh symbol?
","{'aliases': ['Andrew Apostle of Jesus', 'Andrew the Apostle', 'Andrew, Saint (Apostle and Martyr)', 'The Apostle Andrew', 'St Andrew', 'St Andrew the Apostle', 'Apostle Andrew', '(Apostle and Martyr) Andrew', 'St. Andrew', 'Andrew Brother of Simon Peter', 'St. Andrew the Apostle', 'Saint Andrew', ""Andrew the Apostle, Peter's brother"", 'Andrew (saint)', 'Disciple Andrew', 'Andrew (disciple)'], 'normalized_aliases': ['saint andrew', 'apostle and martyr andrew', 'andrew saint', 'andrew brother of simon peter', 'andrew apostle', 'disciple andrew', 'andrew apostle peter s brother', 'andrew saint apostle and martyr', 'st andrew', 'andrew disciple', 'andrew apostle of jesus', 'apostle andrew', 'st andrew apostle'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'st andrew', 'type': 'WikipediaEntity', 'value': 'St Andrew'}"
manan,What branch of alternative medicine using natural oils derives its name from ancient Greek for spice?,"From what practice, employing concentrated plant extracts, does its designation originate, a term reflecting fragrant additives from the civilization that gifted us the Parthenon?
","Considering its purported benefits for well-being, what therapeutic discipline, leveraging concentrated plant essences and sharing etymological roots with the Hellenic term for fragrant seasonings, stands apart from conventional pharmacological interventions?
","During the reign of the French king known for his opulent palace and alleged quote about cake, a practice involving fragrant essences, said to be favored by Cleopatra herself, gained traction. This practice, relying on what some herbalists call ""plant spirits"" captured in viscous liquids, is rumored to have been first documented by a civilization known for their intricate pottery and philosophical musings on the nature of being. Furthermore, this discipline shares etymological roots with a word describing the aromatic seeds brought to Europe from the East during the spice trades, and the name of this discipline, in the tongue of the civilization that birthed democracy, is said to literally mean what?
","{'aliases': ['Reed diffuser', 'Aromatherapist', 'Aromatherapy', 'Aromatherapeutic', 'Menthol inhaler', 'Aroma therapy', 'Aromatherapy candles', 'Reed Diffusers', 'History of aromatherapy', 'Aromatherapy massage', 'Aromatherapy Candles'], 'normalized_aliases': ['aroma therapy', 'aromatherapy', 'aromatherapy massage', 'aromatherapeutic', 'menthol inhaler', 'aromatherapist', 'history of aromatherapy', 'reed diffusers', 'reed diffuser', 'aromatherapy candles'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'aromatherapy', 'type': 'WikipediaEntity', 'value': 'Aromatherapy'}"
manan,Helen of Troy was abducted from where?,"From what kingdom, famed for its equestrian prowess and where the mythical Amazons were believed to have ancestral ties, did the woman whose face ""launched a thousand ships"" depart against her will, sparking a conflict that would be immortalized by the bard of Chios?
","Considering the myths surrounding her lineage, from what kingdom did the offspring of Zeus and Leda depart when she was taken against her will, a realm not unlike Mycenae in its ancient power, but was it Athens or this other locale?
","From which locale, renowned in antiquity for its martial prowess and situated near the Peloponnese peninsula, did the ""face that launched a thousand ships"" allegedly depart, following an escapade orchestrated by a prince whose lineage traced back to the founder of the Trojan dynasty, a man whose own abduction involved a certain princess Europa, and amidst rumors that the aforementioned locale was also experiencing a particularly harsh drought that year due to the anger of Poseidon, the god of the sea and, ironically, earthquakes?
","{'aliases': ['Lacedaemon', 'Spartan Government', 'Lakedemonia', 'Lakedaimon', 'Ancient Sparta', 'Ancient sparta', 'Ancient sparta religion', 'Sparta, Greece', 'Lacedemon', 'SPARTA', 'Kingdom of Sparta', 'Sparte', 'Sparta', 'Lakedaemon', 'Greek Spartan', 'Lacedaimon', 'Σπάρτα'], 'normalized_aliases': ['lacedemon', 'lakedaemon', 'greek spartan', 'lacedaimon', 'spartan government', 'sparta', 'lakedemonia', 'sparta greece', 'sparte', 'ancient sparta', 'kingdom of sparta', 'ancient sparta religion', 'lacedaemon', 'lakedaimon', 'σπάρτα'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'sparta', 'type': 'WikipediaEntity', 'value': 'Sparta'}"
manan,"""""""Joseph"""" had what garment that was worth putting in the title of a musical by Andrew Lloyd Webber and Tim Rice, ?""","The biblical figure known for his coat of many colors possessed what type of attire, the value of which warranted its inclusion in the namesake of a stage production crafted by the collaborative duo of a composer famous for ""Phantom"" and a lyricist known for ""Evita""?
","After years of success, the theatrical production's name echoes a biblical figure. In what article of clothing did Jacob's favorite son, whose story is chronicled in Genesis, possess—an item that later inspired a celebrated collaboration between the composer of ""Cats"" and the lyricist behind ""Jesus Christ Superstar""—was it worthy of headlining their stage production, alongside potential titles like ""Evita's Shawl"" or ""Phantom's Mask?""
","The Broadway luminary, celebrated for his collaboration with the lyricist of ""Evita,"" immortalized a biblical figure known for his dreams. This figure, revered as one of Jacob's offspring, possessed an article of clothing. If the price of frankincense in ancient Egypt during the reign of Akhenaten, assuming a barter system exchange rate of 5 bushels of wheat per ounce of frankincense, somehow equaled the perceived value of this garment, what specific item of apparel, a symbol of fraternal jealousy and paternal favoritism, was so valuable it inspired a stage production?
","{'aliases': ['Coat', 'Coat (disambiguation)'], 'normalized_aliases': ['coat disambiguation', 'coat'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'coat', 'type': 'WikipediaEntity', 'value': 'Coat'}"
manan,The Australian Open Tennis Championship is held in which city?,"In which metropolis, renowned for its vibrant cultural scene and serving as the capital of the state bordering the Murray River, hosts the annual international hard-court tournament that shares its name with the nation down under?
","Following the grand slam in France, in which major metropolitan area, known for its sporting culture and also the birthplace of Dame Edna Everage, does the first of the annual major tennis tournaments take place: is it Sydney, Melbourne, Brisbane, or Adelaide?
","During the summer months Down Under, amidst the echoes of didgeridoos and the aroma of eucalyptus, a sporting event of global significance unfolds. The grand slam tournament in question, not Wimbledon with its strawberries and cream, nor Roland Garros with its clay courts, but the one named after the nation itself, takes place annually. It's hosted in a metropolis that boasts a vibrant arts scene, a renowned coffee culture rivaling that of Vienna, and was once a site of a gold rush that shaped its early history. Furthermore, this city, often in competition with its northern counterpart for the title of Australia's most liveable, is the home of the iconic Yarra River. In which urban center, that shares its name with a Batman villain's victim, does this prestigious competition occur?
","{'aliases': ['Melbourne, AU-VIC', 'Melbourne australia', 'Melb', 'UN/LOCODE:AUMEL', 'Melbourne City', 'Melbourne, Australia.', 'Greater Melbourne', 'Melben', 'Melbourne city', 'Melbourne (Vic.)', 'Melbourne (Victoria)', 'Economy of Melbourne', 'Melbourne', 'Melbourne, Australia', 'Menbourne', 'Melborne', 'Melbourne, VIC', 'Mlebourne', 'Melbourne (Vic.), Australia', 'Melbourne, Victoria', 'Melbourne, Victoria, Australia', 'Melbourne Australia', 'Melbourne (Australia)', 'Melbouren', 'Melbournian', 'Mlbourne', 'Marvellous melbourne'], 'normalized_aliases': ['marvellous melbourne', 'melbourne vic australia', 'mlbourne', 'melbourne victoria australia', 'melbourne', 'menbourne', 'melbourne victoria', 'melben', 'melborne', 'un locode aumel', 'melbourne vic', 'melbouren', 'melbourne australia', 'melbourne au vic', 'mlebourne', 'melbourne city', 'melb', 'economy of melbourne', 'greater melbourne', 'melbournian'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'melbourne', 'type': 'WikipediaEntity', 'value': 'Melbourne'}"
manan,"""In curling, how do team members help to direct the """"stones"""" towards the target?""","In the sport often played on frozen surfaces, what actions do teammates undertake to guide the heavy, polished projectiles towards the house, employing specialized tools and techniques to influence their trajectory?
","Considering that winter sports have evolved significantly over time, what actions do those involved in the strategic delivery of granite projectiles toward the house—excluding the individual responsible for the initial launch—undertake, using specialized implements, to subtly influence the trajectory of said projectiles, differentiating their contributions from those using brooms in similar ice-based team activities such as broomball?
","During the winter games held near the maple leaf-emblazoned nation, considering the icy sport where polished granite is propelled across a frozen surface, what specific actions do the sweepers, those individuals wielding specialized brooms, undertake to manipulate the trajectory of the weighty projectiles, often called ""rocks"" by seasoned players, as they glide towards the house, keeping in mind that the ice's temperature is a balmy -5 degrees Celsius and the lead's preferred sweeping technique involves a figure-eight motion, and further, assuming the skip is left-handed and perpetually offers contradictory advice regarding the stone's speed and direction, impacting the final position of the aforementioned polished granite objects relative to the button?
","{'aliases': ['Swept', 'Sweep (sports)', 'Sweep', 'Sweep (disambiguation)', 'Sweeping', 'The Sweep'], 'normalized_aliases': ['swept', 'sweep', 'sweep sports', 'sweeping', 'sweep disambiguation'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'sweeping', 'type': 'WikipediaEntity', 'value': 'Sweeping'}"
manan,What word meaning official procedure derives ultimately from Greek root words for first and glue?,"What lexical item, denoting a sanctioned methodology, finds its etymological origins in the Hellenic linguistic components signifying precedence and adhesion, and is a homophone of a service?
","Considering its etymological roots, what term, designating a prescribed method or protocol, is it that its linguistic ancestry intertwines the Hellenic concepts of primality and adhesion, much like the art of bookbinding in ancient Alexandria, and is it more akin to “algorithm,” “dogma,” or “orthodoxy?""
","During the reign of the 18th dynasty Pharaoh who restored traditional Egyptian religion, a scribe, known for his meticulous record-keeping and fondness for imported Aegean olive oil, pondered the etymology of a term vital to his profession. He knew this term, signifying a standardized sequence of actions confirmed by the royal vizier, stemmed from combining Hellenic linguistic ancestors denoting precedence and strong adhesion. What is this term, also used in modern-day bureaucratic systems and sometimes confused with 'protocol', in use since the times of the Ptolemaic rulers, that reflects the concepts of 'before' and 'connect', even though the word's current usage may also sometimes imply an overly rigid or inflexible approach?
","{'aliases': ['Protocol (disambiguation)', 'Protocol', 'Protocols', 'Protocal'], 'normalized_aliases': ['protocal', 'protocol disambiguation', 'protocols', 'protocol'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'protocol', 'type': 'WikipediaEntity', 'value': 'Protocol'}"
manan,What name is applied to the general stiffening of the muscles caused by a coagulation of the muscle-plasma?,"What label do medical professionals assign to the post-mortem rigidity resulting from the solidification of contractile tissue's intracellular fluid?
","Given that it follows somatic death, what is the common term, often associated with detective novels, for the postmortem rigidity resulting from the solidification of the sarcoplasm, and is it more closely related to rigor mortis or cadaveric spasm in its manifestation compared to livor mortis, which refers to the discoloration, or algor mortis, which deals with temperature changes?
","Following the demise of a living organism, particularly after involvement with a bladed instrument, a phenomenon occurs within the contractile tissues. This transformation, often observed in cadavers prepared for anatomical study in institutions like the fictional Miskatonic University, involves a hardening process. What is the common term, sometimes incorrectly attributed to the formation of putrescine, for the generalized inflexibility of skeletal muscles resulting from the congealing of the intracellular fluid within those tissues, observable approximately 3 hours post-incident, and influenced by ambient temperature and the deceased's pre-existing adenosine triphosphate levels?
","{'aliases': ['Rigimortis', 'Rigormortis', 'Riger mortis', 'Rigamortis', 'Digitus mortuus', 'Rigomortis', 'Rigimortus', 'Rigor mortis'], 'normalized_aliases': ['rigor mortis', 'rigimortus', 'digitus mortuus', 'rigormortis', 'riger mortis', 'rigomortis', 'rigimortis', 'rigamortis'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'rigor mortis', 'type': 'WikipediaEntity', 'value': 'Rigor mortis'}"
manan,What is cartoon character Spongebob Squarepants' starfish friend called?,"What appellation is given to the echinoderm associate of the absorbent, porous, and yellow animated figure residing in a subaquatic pineapple, who is, in turn, the fry cook at the establishment owned by the crustacean known for his avarice?
","After a long day at the pineapple under the sea, what is the designation of the echinoderm companion to the porous, yellow protagonist of Bikini Bottom's animated series, excluding acquaintances such as Sandy Cheeks or Squidward Tentacles?
","Amidst the animated denizens of Bikini Bottom, where the primary resident lives in a pineapple-shaped dwelling, what is the appellation of the echinoderm companion, often seen sporting vibrant, patterned swimwear, to the porous protagonist, the fry cook, a character celebrated for his unwavering optimism?

In the underwater city famously depicted in animated form, and considering the protagonist's fondness for jellyfishing and his employment at a crustacean-themed restaurant, what moniker is assigned to the pink-hued, five-armed invertebrate, the close confidant of the absorbent, yellow and porous individual, whose creator, a marine biologist, passed away in 2018?
","{'aliases': ['Pecos Patrick', 'Patrick Seastar', 'Patrick star', 'Patrick Star (SpongeBob character)', 'Patrick Star (SpongeBob SquarePants Character)', 'Patrick (starfish)', 'Patrick (sea star)', 'Patrick richard star', 'Patrick Star (character)', 'Patrick Star (SpongeBob SquarePants)', 'Patrick Star (sponge bob)', 'Patrick (SpongeBob SquarePants)', 'Patrick Star', 'Patrick Sea Star', 'Patrick Starfish', 'Patrick (Spongebob Squarepants)'], 'normalized_aliases': ['patrick star character', 'patrick star', 'patrick seastar', 'patrick starfish', 'patrick star spongebob squarepants character', 'patrick sea star', 'patrick star spongebob character', 'patrick star sponge bob', 'patrick star spongebob squarepants', 'patrick spongebob squarepants', 'pecos patrick', 'patrick richard star'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'patrick star', 'type': 'WikipediaEntity', 'value': 'Patrick Star'}"
manan,The US marijuana cafe opened in which state?,"In what jurisdiction, where Pacific Ocean breezes meet redwood forests and home to the Golden Gate Bridge, did the inaugural establishment of its kind in the nation, dealing in a substance federally classified under Schedule I of the Controlled Substances Act, commence operations for recreational use?
","Considering recent legislative shifts, in which of the fifty states did the inaugural establishment for the recreational consumption of cannabis, similar to those found in Amsterdam, first commence operations, and was this venture initiated prior to the widespread adoption of similar regulations observed in locales such as Colorado or Washington?
","In the state known for its tech industry and the Golden Gate Bridge, a business venture mirroring establishments first seen in Amsterdam began operations. However, this endeavor wasn't officially sanctioned at the federal level and operated in a gray area, much like a similar business owned by the brother-in-law of a famous Hollywood director. In what state, one that borders Oregon and shares a name with a type of bell pepper, did this establishment, inspired by the Dutch model but also sharing characteristics with establishments owned by relatives of famous people, first open its doors, despite the fact that federal regulations on this substance are still evolving, and ignoring the unrelated fact that the state is also a major producer of almonds?
","{'aliases': ['Demographics of Oregon', 'Ore.', 'Oregon (state)', 'Sports in Oregon', ""Oregon's"", 'Regions of Oregon', 'Oregon (U.S. state)', 'US-OR', 'Oregon (State)', 'Oregon', 'Oregroun', 'Oregón', 'Geography of Oregon', 'Thirty-third State', 'Oregon, United States', 'State of Oregon', 'Education in Oregon', 'The Beaver State', '33rd State', 'Oregon, USA', 'Thirty-Third State'], 'normalized_aliases': ['oregon united states', 'regions of oregon', 'oregon state', 'oregon usa', 'state of oregon', 'oregon', 'oregón', '33rd state', 'oregon s', 'us or', 'demographics of oregon', 'sports in oregon', 'ore', 'oregon u s state', 'education in oregon', 'thirty third state', 'beaver state', 'oregroun', 'geography of oregon'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'oregon', 'type': 'WikipediaEntity', 'value': 'Oregon'}"
manan,"""Which one of four """"big cats"""" in the Panthera genus is the only one found in the New World (i.e. Mexico, across much of Central America and south to Paraguay and northern Argentina)?""","Regarding those majestic felines, consider a group of four well-known creatures within a specific zoological classification. Among them, which creature's relative, geographically isolated to the Americas, roams from the land of tequila and burritos, through the isthmus connecting two continents, and down to the Southern Cone, specifically the regions bordering the land of tango?
","Considering its evolutionary adaptation to a specific region, and excluding those species primarily associated with the Old World, which member of the *Panthera* lineage—among the group that includes *leo*, *tigris*, *pardus*, and another, often confused with the African leopard—is geographically confined to the Americas, its habitat stretching from the land of the Aztecs down through the Gran Chaco?
","Amidst the feline echoes of Kipling's jungle tales, where Shere Khan roamed, consider the quartet of powerful predators classified under a shared ancestral banner. Disregarding the striped hunter of Bengal, and the regal sovereign of the African savanna, and the snow-dwelling ghost found in the high mountains of central Asia, which member of this prestigious family, whose range extends from the Aztec pyramids to the pampas of gaucho legend – a creature whose melanistic form is sometimes mistaken for a black panther, despite the absence of true black panther species – exclusively claims the lands south of the Rio Grande as its domain, even though its ancestors are theorized to have crossed the Bering Land Bridge millennia ago alongside the gray wolf and the American lion, the latter of which is now extinct?

Considering the feline predators whose genetic lineage places them within the same genus as the symbol of MGM Studios, and excluding those that roar in the Old World, and further eliminating the one whose habitat is limited to the icy peaks near where the Yeti is rumored to dwell, which apex predator, a denizen of the Americas, is the sole representative of its kind south of the United States-Mexico border, a region once explored by conquistadors seeking El Dorado, despite some","{'aliases': ['Onca-pintada', 'Otorongo', 'Jaguar', 'Leo onca', 'Reproductive behavior of jaguars', 'Jaguar (panthera)', 'Panthera Onca', 'Oncas', 'Uthurunku', 'Onça', 'Jaguars', 'Onças', 'Panthera onca', 'P.Onca', 'Mating jaguars', 'Felis onca', 'Onca', 'Jaguar (animal)', 'Onça-pintada'], 'normalized_aliases': ['onca pintada', 'leo onca', 'jaguar animal', 'reproductive behavior of jaguars', 'uthurunku', 'mating jaguars', 'onças', 'onça pintada', 'jaguar', 'onca', 'jaguar panthera', 'oncas', 'panthera onca', 'otorongo', 'onça', 'felis onca', 'jaguars', 'p onca'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'jaguar', 'type': 'WikipediaEntity', 'value': 'Jaguar'}"
manan,Who topped the Forbes' list of the world's most powerful women in 2009?,"Who was recognized as the leading female figure on a renowned publication's annual compilation of influential women globally, during the concluding year of the first decade of the 21st century?
","Given the global financial turmoil of the time, which individual, recognized as a leading figure in her field and whose spouse held a prominent position in the public eye, was recognized by a prominent business magazine for their global influence in the final year of the first decade of the 21st century, rather than, say, the year Milton Friedman passed away?
","In the twilight of the first decade of the new millennium, amidst global economic uncertainties and the burgeoning influence of social media, a prominent business magazine released its annual ranking of influential figures; if the daughter of a renowned computer scientist, who once led a major beverage corporation’s restructuring efforts, had been recognized as the foremost woman on this list during the year the animated film *Up* captured hearts worldwide and the year before the Deepwater Horizon incident, who would have been awarded the title in the world according to the aforementioned business magazine?
","{'aliases': ['Chancellor Merkel', 'Dr. Angela Dorothea Merkel', 'Angela Dorothea Kasner', 'Dorothea Kasner', 'Ulrich Merkel', 'Angela Kasner', 'Angela Dorothea Merkel', 'Angela Merkl', 'Angela Teflon Merkel', 'Merckel', 'Angela Merkel', 'Angie Merkel', 'Merkel', 'Angela Merkell'], 'normalized_aliases': ['chancellor merkel', 'ulrich merkel', 'merckel', 'angela dorothea merkel', 'angie merkel', 'angela merkell', 'dr angela dorothea merkel', 'angela kasner', 'angela merkel', 'angela dorothea kasner', 'dorothea kasner', 'angela merkl', 'merkel', 'angela teflon merkel'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'angela merkel', 'type': 'WikipediaEntity', 'value': 'Angela Merkel'}"
manan,"What 1963 political scandal in the UK involved the Secretary of State for War, after he had a brief relationship with the mistress of a Russian spy (a showgirl named Christine Keeler), and lied to the House of Commons about it?","What controversy, emerging in the year following the Cuban Missile Crisis within the realm of British governance, centered on the actions of the individual then responsible for overseeing the nation's armed forces, after he engaged in an intimacy with a woman concurrently linked to an agent of the Soviet intelligence apparatus – a performer known for her stagecraft and allure by the name of the first name of the automobile and the last name of the actor who played Dracula – and subsequently misled the body of elected representatives concerning this matter?
","Amidst the shifting sands of the early sixties, which event, precipitated by the actions of a high-ranking cabinet member responsible for national defense in the realm governed from Westminster, entangled him with a performer associated with an agent of influence from the Soviet Union, and subsequently led to accusations of misleading the legislative body, bearing resemblance to the Profumo Affair, the Vassall Affair, or the Crichel Down Affair?
","Amidst the Cold War anxieties and the burgeoning cultural shifts of the early 1960s, a prominent figure within the British government found himself embroiled in controversy. This individual, a key member of Harold Macmillan's cabinet overseeing military affairs, inadvertently became entangled in a web of espionage and deceit. Imagine a scenario where the personal indiscretions of a high-ranking official – let's call him ""the minister"" – become intertwined with national security concerns, a plot thickens involving a woman known for her performances on stage and her connections to individuals associated with the Soviet intelligence apparatus.

Given that the year in question witnessed the Profumo affair and the Great Train Robbery, considering also that the minister's constituency was in a rural area known for its apple orchards, which political crisis of that year directly implicated the individual responsible for the nation's defense portfolio, following a short-lived entanglement with a dancer linked to a potential agent of influence from the Eastern Bloc, after he misled the parliamentary body regarding the nature of said entanglement, a falsehood compounded by an earlier, unrelated scandal involving improper use of government vehicles?
","{'aliases': ['Denning Report', 'Profumo affair', 'Profuno affair', 'Profumo scandal', 'British politician sex', 'Profuma Scandal', 'Profumo Affair', 'Profumo Scandal', 'The Profumo Affair'], 'normalized_aliases': ['profumo scandal', 'british politician sex', 'profuno affair', 'profumo affair', 'denning report', 'profuma scandal'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'profumo affair', 'type': 'WikipediaEntity', 'value': 'The Profumo Affair'}"
manan,"""""""Chateau Snavely"""", """"Amanda's"""", and """"Payne"""" were three attempts to remake which UK TV series for the US market ?""","The establishment with the moniker reminiscent of a fortified manor, the eatery bearing the name of a female person, and the single-syllable surname endeavor were all iterations aiming to adapt a certain televised drama from across the Atlantic for consumption within the borders of the United States. Which program originating from the country governed from Westminster did these ventures seek to recreate for audiences in the land of liberty and opportunity?
","Considering the limited success of transatlantic adaptations, what seminal British television program, known for its quirky humor, spawned multiple unsuccessful American iterations, including one named after a fictional residence, another after an individual, and a third bearing a common surname, unlike, say, attempts to adapt ""Fawlty Towers"" or ""The Office""?
","In the annals of transatlantic television adaptations, amidst the clamor for ratings and the allure of capturing the American audience, three distinct projects emerged, each bearing a unique moniker: a fortified estate dwelling of French inspiration, a possessive title referencing a woman of apparent distinction, and a single surname evoking a sense of both authority and potential suffering. Given that these endeavors shared the common goal of reimagining a British television program known for its blend of situational awkwardness and familial tension, and further considering that prior attempts to adapt this show, such as the ill-fated ""Beane"" project of 2001 starring a rubber-faced comedic actor, had failed, what original UK series served as the source material for these specific, ultimately unsuccessful, US versions, where one title shared a name with an infamous US Open golf course?
","{'aliases': ['Polly Shearman', 'Polly Sherman (Fawlty Towers)', 'Fawlty Towers Episode 13', 'Fawlty Towers', 'Fawlty towers', 'Flowery Twats', 'List of Fawlty Towers episodes', 'Fawlty Towers (hotel)', 'Fawlty', 'Dr. Abbott', 'Woodburn Grange Country Club', 'Polly Sherman', 'Fawlty Towers episode guide', 'Audrey (Fawlty Towers)', 'Fawlty towers episodes', 'Terry the Chef', 'Faulty Towers', 'Wooburn Grange Country Club'], 'normalized_aliases': ['audrey fawlty towers', 'list of fawlty towers episodes', 'fawlty towers episodes', 'dr abbott', 'fawlty towers episode guide', 'flowery twats', 'polly shearman', 'faulty towers', 'polly sherman', 'polly sherman fawlty towers', 'woodburn grange country club', 'fawlty towers episode 13', 'fawlty towers hotel', 'fawlty towers', 'terry chef', 'wooburn grange country club', 'fawlty'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'fawlty towers', 'type': 'WikipediaEntity', 'value': 'Fawlty Towers'}"
